ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
TC0500008644.hg.1	7.44e-01	5.46e-01	0.6256766	-6.974744	0.08967077	Multiple_Complex	Multiple_Complex
23068481	7.44e-01	5.46e-01	0.6256226	-6.974779	0.10056981		
TC0400006553.hg.1	7.44e-01	5.46e-01	0.6255455	-6.97483	0.08802005	Coding	Coding
TC1200010618.hg.1	7.44e-01	5.46e-01	0.6255078	-6.974855	0.05319415	Multiple_Complex	Multiple_Complex
TC2200008759.hg.1	7.44e-01	5.46e-01	-0.6254797	-6.974873	-0.10777734	Multiple_Complex	Multiple_Complex
23071844	7.44e-01	5.46e-01	-0.6254223	-6.974911	-0.08903462		
TC1300006690.hg.1	7.44e-01	5.46e-01	-0.6254127	-6.974918	-0.07073539	Multiple_Complex	Multiple_Complex
TC0500009342.hg.1	7.44e-01	5.46e-01	-0.6253499	-6.974959	-0.13854685	Multiple_Complex	Multiple_Complex
23072105	7.44e-01	5.46e-01	0.6251717	-6.975076	0.11247396		
TC0600011457.hg.1	7.44e-01	5.46e-01	-0.6250072	-6.975185	-0.07290165	Multiple_Complex	Multiple_Complex
TC2200009204.hg.1	7.44e-01	5.46e-01	0.6249163	-6.975245	0.06676058	Multiple_Complex	Multiple_Complex
TC0300009843.hg.1	7.44e-01	5.46e-01	-0.6248433	-6.975293	-0.06363416	Multiple_Complex	Multiple_Complex
23072205	7.44e-01	5.46e-01	0.624843	-6.975293	0.07756084		
TC0900008969.hg.1	7.44e-01	5.46e-01	0.6247568	-6.97535	0.06444761	Multiple_Complex	Multiple_Complex
TC1900009625.hg.1	7.44e-01	5.46e-01	0.6247439	-6.975358	0.12076664	Multiple_Complex	Multiple_Complex
HTA2-neg-47424614_st	7.44e-01	5.46e-01	0.6247341	-6.975365	0.22553681	---	---
TC0100018172.hg.1	7.44e-01	5.47e-01	-0.6245658	-6.975475	-0.08811976	Multiple_Complex	Multiple_Complex
TC2000008587.hg.1	7.44e-01	5.47e-01	0.6244583	-6.975546	0.06673114	Multiple_Complex	Multiple_Complex
TC1700010426.hg.1	7.44e-01	5.47e-01	0.6244283	-6.975566	0.09187248	Multiple_Complex	Multiple_Complex
TC0200015368.hg.1	7.44e-01	5.47e-01	0.6242158	-6.975706	0.12475997	Multiple_Complex	Multiple_Complex
TC1000007217.hg.1	7.44e-01	5.47e-01	0.6241954	-6.975719	0.13609184	NonCoding	NonCoding
TC0700012359.hg.1	7.44e-01	5.47e-01	-0.6240878	-6.97579	-0.05702653	NonCoding	NonCoding
TC1600007927.hg.1	7.44e-01	5.47e-01	-0.6240082	-6.975842	-0.06300881	Multiple_Complex	Multiple_Complex
TC0200007144.hg.1	7.44e-01	5.47e-01	0.623994	-6.975852	0.06330272	Multiple_Complex	Multiple_Complex
TC1600007557.hg.1	7.44e-01	5.47e-01	-0.6239216	-6.975899	-0.08882882	Multiple_Complex	Multiple_Complex
ERCCmix1step18	7.44e-01	5.47e-01	-0.6239018	-6.975912	-0.06428906	---	---
TC0100010341.hg.1	7.44e-01	5.47e-01	-0.6238791	-6.975927	-0.12337968	Multiple_Complex	Multiple_Complex
TC1700007137.hg.1	7.44e-01	5.47e-01	0.6237588	-6.976006	0.13245345	Multiple_Complex	Multiple_Complex
TC1900011757.hg.1	7.44e-01	5.47e-01	0.6237188	-6.976033	0.10635806	Multiple_Complex	Multiple_Complex
TC0700011495.hg.1	7.44e-01	5.47e-01	-0.6235893	-6.976118	-0.09937857	Multiple_Complex	Multiple_Complex
HTA2-pos-2930622_st	7.44e-01	5.47e-01	0.6234038	-6.97624	0.09159946	---	---
TC1200010766.hg.1	7.44e-01	5.47e-01	0.6233843	-6.976252	0.07734464	Multiple_Complex	Multiple_Complex
23072245	7.44e-01	5.47e-01	0.6231714	-6.976392	0.13590285		
TC0X00009268.hg.1	7.44e-01	5.47e-01	0.6231539	-6.976404	0.04928952	Multiple_Complex	Multiple_Complex
TC0400010601.hg.1	7.44e-01	5.48e-01	0.6230943	-6.976443	0.12000579	Coding	Coding
TC1400007359.hg.1	7.44e-01	5.48e-01	-0.6230383	-6.97648	-0.08454159	Coding	Coding
23074030	7.44e-01	5.48e-01	-0.6230212	-6.976491	-0.08178419		
TC1600010396.hg.1	7.44e-01	5.48e-01	-0.6229481	-6.976539	-0.10131793	Multiple_Complex	Multiple_Complex
TC0200012068.hg.1	7.44e-01	5.48e-01	0.6228979	-6.976572	0.06685749	Multiple_Complex	Multiple_Complex
TSUnmapped00000280.hg.1	7.45e-01	5.48e-01	0.6227253	-6.976685	0.08896781	Coding	Coding
TC0800012474.hg.1	7.45e-01	5.48e-01	0.6225458	-6.976803	0.0598315	Multiple_Complex	Multiple_Complex
TC1100010710.hg.1	7.45e-01	5.48e-01	0.6224475	-6.976868	0.07566034	Coding	Coding
23072308	7.45e-01	5.48e-01	0.6220986	-6.977096	0.06980425		
TC1900010076.hg.1	7.45e-01	5.48e-01	0.6220249	-6.977145	0.06283405	Multiple_Complex	Multiple_Complex
TC0900008672.hg.1	7.45e-01	5.48e-01	0.6219826	-6.977172	0.06902472	Coding	Coding
TC0100012379.hg.1	7.45e-01	5.48e-01	0.6219732	-6.977179	0.10546293	Multiple_Complex	Multiple_Complex
TC1700012440.hg.1	7.45e-01	5.48e-01	-0.6219447	-6.977197	-0.06687329	Multiple_Complex	Multiple_Complex
TC1900007325.hg.1	7.45e-01	5.48e-01	0.621907	-6.977222	0.11013664	Multiple_Complex	Multiple_Complex
TC0800012309.hg.1	7.45e-01	5.48e-01	0.6218484	-6.97726	0.07094755	Multiple_Complex	Multiple_Complex
TC2000007717.hg.1	7.45e-01	5.48e-01	-0.6218423	-6.977264	-0.0811641	Coding	Coding
TC1400008645.hg.1	7.45e-01	5.48e-01	0.6217375	-6.977333	0.10591289	Pseudogene	Pseudogene
TC0900006986.hg.1	7.45e-01	5.48e-01	-0.6216277	-6.977405	-0.09972166	Multiple_Complex	Multiple_Complex
TC0100018436.hg.1	7.45e-01	5.48e-01	0.6215945	-6.977427	0.06115081	NonCoding	NonCoding
TC1100009893.hg.1	7.45e-01	5.48e-01	0.6215315	-6.977468	0.08588975	Multiple_Complex	Multiple_Complex
TC0300011009.hg.1	7.45e-01	5.48e-01	0.621527	-6.977471	0.07074102	Multiple_Complex	Multiple_Complex
TC0100010001.hg.1	7.45e-01	5.48e-01	0.6215237	-6.977473	0.10065673	Coding	Coding
TC2200006855.hg.1	7.45e-01	5.49e-01	-0.6213994	-6.977555	-0.10054235	Multiple_Complex	Multiple_Complex
TC0300007500.hg.1	7.45e-01	5.49e-01	0.6213793	-6.977568	0.09430489	Multiple_Complex	Multiple_Complex
TC1100008665.hg.1	7.45e-01	5.49e-01	0.6213637	-6.977578	0.08153316	Multiple_Complex	Multiple_Complex
TC1400009175.hg.1	7.45e-01	5.49e-01	-0.6213313	-6.977599	-0.07617804	Multiple_Complex	Multiple_Complex
HTA2-neg-47420194_st	7.45e-01	5.49e-01	-0.6213214	-6.977606	-0.08371717	---	---
TC0900010543.hg.1	7.45e-01	5.49e-01	-0.6212042	-6.977683	-0.07161861	Multiple_Complex	Multiple_Complex
23075463	7.45e-01	5.49e-01	-0.6211514	-6.977717	-0.09746308		
TC0500010998.hg.1	7.45e-01	5.49e-01	-0.6211514	-6.977717	-0.09746308	Multiple_Complex	Multiple_Complex
TC1500008454.hg.1	7.45e-01	5.49e-01	-0.6211149	-6.977741	-0.08361829	Multiple_Complex	Multiple_Complex
TC0800011074.hg.1	7.45e-01	5.49e-01	-0.6210758	-6.977767	-0.07880407	Multiple_Complex	Multiple_Complex
TC2000009911.hg.1	7.45e-01	5.49e-01	-0.6210711	-6.97777	-0.07493787	Coding	Coding
TC0500007120.hg.1	7.45e-01	5.49e-01	-0.6210674	-6.977772	-0.14705387	Multiple_Complex	Multiple_Complex
TC0700008495.hg.1	7.45e-01	5.49e-01	0.6210228	-6.977801	0.20958736	Unassigned	Unassigned
TC0600013878.hg.1	7.45e-01	5.49e-01	-0.6209863	-6.977825	-0.07587343	Coding	Coding
TC0600014371.hg.1	7.45e-01	5.49e-01	0.6209335	-6.97786	0.12332804	Multiple_Complex	Multiple_Complex
TC0300009357.hg.1	7.45e-01	5.49e-01	-0.6209002	-6.977882	-0.05279592	Multiple_Complex	Multiple_Complex
TC2100008081.hg.1	7.45e-01	5.49e-01	0.6206916	-6.978018	0.1286607	Multiple_Complex	Multiple_Complex
TC0300010066.hg.1	7.45e-01	5.49e-01	0.6206848	-6.978023	0.05802954	Multiple_Complex	Multiple_Complex
TC0900008684.hg.1	7.45e-01	5.49e-01	0.620655	-6.978042	0.12415027	Multiple_Complex	Multiple_Complex
TC0900009043.hg.1	7.45e-01	5.49e-01	-0.6206162	-6.978067	-0.0882637	Multiple_Complex	Multiple_Complex
23072461	7.45e-01	5.49e-01	0.6205978	-6.97808	0.06171508		
TC1700012317.hg.1	7.45e-01	5.49e-01	0.6204707	-6.978163	0.09606038	Coding	Coding
TC0600006976.hg.1	7.45e-01	5.49e-01	0.6201293	-6.978386	0.07849197	Multiple_Complex	Multiple_Complex
TC0900012193.hg.1	7.45e-01	5.49e-01	-0.6199389	-6.97851	-0.10513291	Multiple_Complex	Multiple_Complex
TC0900009970.hg.1	7.46e-01	5.50e-01	0.6198323	-6.97858	0.05938244	Pseudogene	Pseudogene
TC1100012227.hg.1	7.46e-01	5.50e-01	-0.6196947	-6.97867	-0.10678423	Multiple_Complex	Multiple_Complex
TC1600011376.hg.1	7.46e-01	5.50e-01	-0.6196919	-6.978672	-0.07550685	Multiple_Complex	Multiple_Complex
23074037	7.46e-01	5.50e-01	0.6196859	-6.978676	0.11837774		
TC2000009646.hg.1	7.46e-01	5.50e-01	-0.61946	-6.978823	-0.05392375	Multiple_Complex	Multiple_Complex
TC1900007752.hg.1	7.46e-01	5.50e-01	0.6194464	-6.978832	0.08571539	Coding	Coding
23076009	7.46e-01	5.50e-01	0.6193722	-6.978881	0.07795188		
TC0600014262.hg.1	7.46e-01	5.50e-01	0.6193722	-6.978881	0.07795188	Multiple_Complex	Multiple_Complex
TC0100009035.hg.1	7.46e-01	5.50e-01	0.6191329	-6.979037	0.10857282	Coding	Coding
TC0100018170.hg.1	7.46e-01	5.50e-01	0.6190573	-6.979086	0.06747885	Coding	Coding
23064970	7.46e-01	5.50e-01	-0.6190032	-6.979122	-0.06264782		
TC0200008614.hg.1	7.46e-01	5.50e-01	0.6186278	-6.979367	0.08122252	Coding	Coding
23076295	7.46e-01	5.50e-01	-0.618612	-6.979377	-0.05711019		
TC1100013192.hg.1	7.46e-01	5.50e-01	0.6184784	-6.979464	0.11288418	Coding	Coding
TC1100009827.hg.1	7.46e-01	5.50e-01	0.6184719	-6.979468	0.07184639	Multiple_Complex	Multiple_Complex
TC1000008269.hg.1	7.46e-01	5.50e-01	-0.6184464	-6.979485	-0.06337429	Multiple_Complex	Multiple_Complex
TC0800011173.hg.1	7.46e-01	5.50e-01	-0.6184312	-6.979495	-0.15272824	NonCoding	NonCoding
23071914	7.46e-01	5.50e-01	0.6183593	-6.979542	0.10486388		
23071935	7.46e-01	5.50e-01	0.6183593	-6.979542	0.10486388		
HTA2-pos-PSR12032708.hg.1	7.46e-01	5.51e-01	0.6182393	-6.97962	0.05671223	---	---
TC0X00007224.hg.1	7.46e-01	5.51e-01	-0.6181947	-6.979649	-0.07264702	Multiple_Complex	Multiple_Complex
TC0500013302.hg.1	7.46e-01	5.51e-01	-0.6180875	-6.979719	-0.06974836	NonCoding	NonCoding
TC0300009167.hg.1	7.46e-01	5.51e-01	0.6180803	-6.979724	0.07624454	Multiple_Complex	Multiple_Complex
TC1600008845.hg.1	7.46e-01	5.51e-01	-0.6180695	-6.979731	-0.06843419	Multiple_Complex	Multiple_Complex
TC0100016539.hg.1	7.46e-01	5.51e-01	0.6180625	-6.979735	0.07684904	Coding	Coding
TC1700008261.hg.1	7.46e-01	5.51e-01	-0.6180314	-6.979756	-0.1744468	Unassigned	Unassigned
TC0100011070.hg.1	7.46e-01	5.51e-01	0.6179985	-6.979777	0.09470154	Coding	Coding
TC1000011635.hg.1	7.46e-01	5.51e-01	0.6179932	-6.979781	0.12963867	Multiple_Complex	Multiple_Complex
TC1600010751.hg.1	7.46e-01	5.51e-01	-0.6179039	-6.979839	-0.0707474	Coding	Coding
mouse-RPTR-AF403737-1_st	7.46e-01	5.51e-01	0.61763	-6.980017	0.06019959		
TC0600014246.hg.1	7.46e-01	5.51e-01	0.6175862	-6.980046	0.07400849	Multiple_Complex	Multiple_Complex
TSUnmapped00000307.hg.1	7.47e-01	5.51e-01	0.6171729	-6.980315	0.07843179	Coding	Coding
23070262	7.47e-01	5.51e-01	0.6171639	-6.980321	0.05429288		
TC1900011664.hg.1	7.47e-01	5.51e-01	0.6171279	-6.980344	0.14466226	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR02023935.hg.1	7.47e-01	5.51e-01	0.6171278	-6.980344	0.0765661	---	---
TC0600014316.hg.1	7.47e-01	5.51e-01	-0.6170952	-6.980366	-0.14341749	Multiple_Complex	Multiple_Complex
TC0100018187.hg.1	7.47e-01	5.51e-01	0.6170128	-6.980419	0.07178239	Coding	Coding
HTA2-pos-PSR02023937.hg.1	7.47e-01	5.51e-01	0.6170059	-6.980424	0.06712713	---	---
TC1700009676.hg.1	7.47e-01	5.51e-01	-0.6169716	-6.980446	-0.08202919	Multiple_Complex	Multiple_Complex
TC1200009464.hg.1	7.47e-01	5.52e-01	0.6163565	-6.980846	0.135403	Multiple_Complex	Multiple_Complex
TC0100017668.hg.1	7.47e-01	5.52e-01	0.6162959	-6.980886	0.05332632	Multiple_Complex	Multiple_Complex
TC0400010529.hg.1	7.47e-01	5.52e-01	-0.6162568	-6.980911	-0.17711968	NonCoding	NonCoding
TC1300008417.hg.1	7.47e-01	5.52e-01	-0.6162436	-6.98092	-0.07956306	Coding	Coding
TC0600008471.hg.1	7.47e-01	5.52e-01	0.6158545	-6.981172	0.10785673	Multiple_Complex	Multiple_Complex
TC0800007132.hg.1	7.47e-01	5.52e-01	-0.6158161	-6.981197	-0.06788477	Multiple_Complex	Multiple_Complex
TSUnmapped00000705.hg.1	7.47e-01	5.52e-01	0.6157901	-6.981214	0.07943322	NonCoding	NonCoding
23075635	7.47e-01	5.52e-01	-0.6157843	-6.981218	-0.07904903		
TC0100011833.hg.1	7.47e-01	5.52e-01	-0.6157111	-6.981266	-0.09362471	NonCoding	NonCoding
TC0200007775.hg.1	7.47e-01	5.52e-01	0.6155244	-6.981387	0.08384612	Multiple_Complex	Multiple_Complex
TC0200015870.hg.1	7.47e-01	5.52e-01	-0.6154307	-6.981448	-0.06324844	Multiple_Complex	Multiple_Complex
TC0100018222.hg.1	7.47e-01	5.52e-01	0.6153928	-6.981472	0.18058857	Multiple_Complex	Multiple_Complex
TC0200011919.hg.1	7.47e-01	5.52e-01	0.6153513	-6.981499	0.0591931	Multiple_Complex	Multiple_Complex
TC0200016661.hg.1	7.48e-01	5.53e-01	-0.6151222	-6.981648	-0.0809892	Multiple_Complex	Multiple_Complex
TC1500010256.hg.1	7.48e-01	5.53e-01	-0.6151003	-6.981662	-0.05255562	Multiple_Complex	Multiple_Complex
TC1200012334.hg.1	7.48e-01	5.53e-01	0.615071	-6.981681	0.05181205	Multiple_Complex	Multiple_Complex
TC1200009705.hg.1	7.48e-01	5.53e-01	0.61506	-6.981688	0.07812243	Multiple_Complex	Multiple_Complex
TC0100017534.hg.1	7.48e-01	5.53e-01	-0.6149413	-6.981765	-0.08471363	Multiple_Complex	Multiple_Complex
23075609	7.48e-01	5.53e-01	0.6148955	-6.981795	0.07669227		
TC0X00008178.hg.1	7.48e-01	5.53e-01	0.6148704	-6.981811	0.09299311	Coding	Coding
TC0100016345.hg.1	7.48e-01	5.53e-01	0.6145912	-6.981992	0.0480319	Multiple_Complex	Multiple_Complex
TC0700006512.hg.1	7.48e-01	5.53e-01	0.6145877	-6.981995	0.12632422	NonCoding	NonCoding
TC1700006750.hg.1	7.48e-01	5.53e-01	0.6145652	-6.982009	0.13701375	Coding	Coding
TC0200014775.hg.1	7.48e-01	5.53e-01	0.6143083	-6.982176	0.08038236	Multiple_Complex	Multiple_Complex
HTA2-neg-47419407_st	7.48e-01	5.53e-01	-0.6142099	-6.98224	-0.14152829	---	---
TC1500008511.hg.1	7.48e-01	5.53e-01	0.6141961	-6.982249	0.09664129	Multiple_Complex	Multiple_Complex
TC1100011113.hg.1	7.48e-01	5.53e-01	-0.6141541	-6.982276	-0.09127403	Multiple_Complex	Multiple_Complex
23072457	7.48e-01	5.53e-01	-0.6140912	-6.982317	-0.1196886		
TC0500007193.hg.1	7.48e-01	5.53e-01	0.6137816	-6.982517	0.09454758	Multiple_Complex	Multiple_Complex
TSUnmapped00000282.hg.1	7.48e-01	5.53e-01	0.6137306	-6.98255	0.08652485	Coding	Coding
TC1900009397.hg.1	7.48e-01	5.53e-01	-0.6137069	-6.982566	-0.08486035	Unassigned	Unassigned
TC1900009299.hg.1	7.48e-01	5.54e-01	0.6135413	-6.982673	0.10339897	Multiple_Complex	Multiple_Complex
23074631	7.48e-01	5.54e-01	0.6135148	-6.98269	0.1357956		
TC1100013056.hg.1	7.48e-01	5.54e-01	-0.6135143	-6.98269	-0.10171833	Multiple_Complex	Multiple_Complex
TC0300012527.hg.1	7.48e-01	5.54e-01	-0.6134641	-6.982723	-0.06776115	Coding	Coding
TC2000007507.hg.1	7.48e-01	5.54e-01	-0.6133413	-6.982802	-0.07130792	Multiple_Complex	Multiple_Complex
TC0100015434.hg.1	7.48e-01	5.54e-01	0.6132762	-6.982844	0.06554563	Multiple_Complex	Multiple_Complex
TC1100011347.hg.1	7.49e-01	5.54e-01	0.6127151	-6.983207	0.14660936	Coding	Coding
HTA2-neg-47424566_st	7.49e-01	5.54e-01	-0.6126891	-6.983224	-0.09494357	---	---
TC1900007237.hg.1	7.49e-01	5.54e-01	0.612578	-6.983296	0.10152553	Coding	Coding
TC2200007816.hg.1	7.49e-01	5.54e-01	0.6124712	-6.983365	0.11658844	Coding	Coding
TC0300012123.hg.1	7.49e-01	5.54e-01	-0.6120689	-6.983625	-0.06830351	Multiple_Complex	Multiple_Complex
TC0300012021.hg.1	7.49e-01	5.55e-01	0.6119362	-6.983711	0.10427716	Multiple_Complex	Multiple_Complex
23076580	7.49e-01	5.55e-01	-0.6119315	-6.983714	-0.08633684		
TC0800009464.hg.1	7.49e-01	5.55e-01	-0.6119315	-6.983714	-0.08633684	Coding	Coding
TC1100007385.hg.1	7.49e-01	5.55e-01	0.6118858	-6.983743	0.12033213	Multiple_Complex	Multiple_Complex
TC0700008506.hg.1	7.49e-01	5.55e-01	-0.6118711	-6.983753	-0.07955361	Multiple_Complex	Multiple_Complex
TC0300007018.hg.1	7.49e-01	5.55e-01	0.6117438	-6.983835	0.0793552	Unassigned	Unassigned
TC0300008677.hg.1	7.49e-01	5.55e-01	0.6116606	-6.983889	0.10368044	Multiple_Complex	Multiple_Complex
ERCCmix2step11	7.49e-01	5.55e-01	0.6116587	-6.98389	0.05080557	---	---
HTA2-neg-47420091_st	7.49e-01	5.55e-01	0.6116424	-6.983901	0.14921106	---	---
TC0X00007368.hg.1	7.49e-01	5.55e-01	-0.6114823	-6.984004	-0.07095577	Multiple_Complex	Multiple_Complex
TC0X00009980.hg.1	7.49e-01	5.55e-01	-0.6113613	-6.984082	-0.08767286	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR12025202.hg.1	7.49e-01	5.55e-01	-0.6112865	-6.98413	-0.05595878	---	---
HTA2-neg-47423629_st	7.49e-01	5.55e-01	0.6111577	-6.984213	0.06755481	---	---
TC0700008274.hg.1	7.49e-01	5.55e-01	0.6110936	-6.984255	0.0698293	Coding	Coding
TC0X00007937.hg.1	7.49e-01	5.55e-01	-0.6110515	-6.984282	-0.10675912	Multiple_Complex	Multiple_Complex
TC1700006721.hg.1	7.49e-01	5.55e-01	-0.61105	-6.984283	-0.08435119	Multiple_Complex	Multiple_Complex
HTA2-neg-47419231_st	7.50e-01	5.55e-01	0.6109816	-6.984327	0.24582948	---	---
TC0300006894.hg.1	7.50e-01	5.55e-01	0.6107604	-6.98447	0.07144351	Multiple_Complex	Multiple_Complex
TC1700008932.hg.1	7.50e-01	5.55e-01	-0.610661	-6.984534	-0.11656107	Multiple_Complex	Multiple_Complex
TC0500013242.hg.1	7.50e-01	5.55e-01	0.6106529	-6.984539	0.0800623	Coding	Coding
TC0700012078.hg.1	7.50e-01	5.55e-01	0.6106525	-6.984539	0.192745	NonCoding	NonCoding
TC0200013063.hg.1	7.50e-01	5.56e-01	-0.6103792	-6.984715	-0.07720002	Coding	Coding
TC0X00009608.hg.1	7.50e-01	5.56e-01	0.6103684	-6.984722	0.08631684	Coding	Coding
TC1500007202.hg.1	7.50e-01	5.56e-01	-0.6101044	-6.984892	-0.08789582	Multiple_Complex	Multiple_Complex
TC0200012433.hg.1	7.50e-01	5.56e-01	0.6098629	-6.985048	0.06001776	Multiple_Complex	Multiple_Complex
TC0100012566.hg.1	7.50e-01	5.56e-01	0.6097945	-6.985092	0.12048053	NonCoding	NonCoding
TC1700012230.hg.1	7.50e-01	5.56e-01	-0.6097344	-6.985131	-0.05497549	Multiple_Complex	Multiple_Complex
TC0700011770.hg.1	7.50e-01	5.56e-01	-0.6096724	-6.985171	-0.13543112	Multiple_Complex	Multiple_Complex
TC1000010870.hg.1	7.50e-01	5.56e-01	0.6094961	-6.985284	0.13931116	NonCoding	NonCoding
TC0600014162.hg.1	7.50e-01	5.56e-01	-0.6094107	-6.985339	-0.06248162	Multiple_Complex	Multiple_Complex
TC0500009673.hg.1	7.50e-01	5.56e-01	0.6093536	-6.985376	0.08906585	Multiple_Complex	Multiple_Complex
TC0600007257.hg.1	7.50e-01	5.56e-01	-0.6093289	-6.985392	-0.09684286	Multiple_Complex	Multiple_Complex
TC0100010824.hg.1	7.50e-01	5.56e-01	0.6092877	-6.985418	0.10523682	Multiple_Complex	Multiple_Complex
TC0300009688.hg.1	7.50e-01	5.56e-01	0.6092557	-6.985439	0.11606034	Coding	Coding
TC1100013046.hg.1	7.50e-01	5.56e-01	-0.6090169	-6.985592	-0.10719706	NonCoding	NonCoding
HTA2-pos-PSR19004760.hg.1	7.50e-01	5.56e-01	-0.6089861	-6.985612	-0.0684943	---	---
TC0900011453.hg.1	7.50e-01	5.56e-01	0.6089758	-6.985619	0.05594797	Coding	Coding
TSUnmapped00000308.hg.1	7.50e-01	5.56e-01	0.6089198	-6.985655	0.11852267	Coding	Coding
TC1500010924.hg.1	7.50e-01	5.56e-01	-0.608905	-6.985664	-0.06368607	Multiple_Complex	Multiple_Complex
TC1100011739.hg.1	7.50e-01	5.57e-01	-0.6088406	-6.985706	-0.06983422	Multiple_Complex	Multiple_Complex
TC1000007885.hg.1	7.50e-01	5.57e-01	-0.6088091	-6.985726	-0.08869207	Coding	Coding
23072246	7.51e-01	5.57e-01	0.6086828	-6.985807	0.18680985		
TC0200016718.hg.1	7.51e-01	5.57e-01	-0.6085187	-6.985912	-0.06098647	NonCoding	NonCoding
TC0600012116.hg.1	7.51e-01	5.57e-01	-0.608355	-6.986018	-0.0888494	Multiple_Complex	Multiple_Complex
TC0500009801.hg.1	7.51e-01	5.57e-01	-0.6083289	-6.986034	-0.07393978	Multiple_Complex	Multiple_Complex
TC1300008716.hg.1	7.51e-01	5.57e-01	0.6083055	-6.986049	0.06904423	Coding	Coding
TC0200011014.hg.1	7.51e-01	5.57e-01	-0.6081554	-6.986146	-0.10968856	Unassigned	Unassigned
TC1600009168.hg.1	7.51e-01	5.57e-01	-0.6081234	-6.986166	-0.12968775	Multiple_Complex	Multiple_Complex
TC1100007701.hg.1	7.51e-01	5.57e-01	-0.6080555	-6.98621	-0.08632682	Multiple_Complex	Multiple_Complex
23072523	7.51e-01	5.57e-01	-0.6080262	-6.986229	-0.12568596		
HTA2-pos-3662482_st	7.51e-01	5.57e-01	0.6078326	-6.986353	0.07083516	---	---
TC1900008848.hg.1	7.51e-01	5.57e-01	0.6078036	-6.986372	0.10140157	NonCoding	NonCoding
TC0400011048.hg.1	7.51e-01	5.57e-01	-0.607447	-6.986601	-0.06487562	Multiple_Complex	Multiple_Complex
HTA2-pos-3637135_st	7.51e-01	5.58e-01	0.6073002	-6.986695	0.05429299	---	---
TC1900011571.hg.1	7.51e-01	5.58e-01	-0.6071309	-6.986803	-0.11104602	Multiple_Complex	Multiple_Complex
TC0900011440.hg.1	7.51e-01	5.58e-01	-0.6071213	-6.986809	-0.09841581	Coding	Coding
TC1100011032.hg.1	7.51e-01	5.58e-01	0.6070445	-6.986859	0.07023834	Multiple_Complex	Multiple_Complex
TC1000008750.hg.1	7.51e-01	5.58e-01	-0.6070295	-6.986868	-0.06860472	Multiple_Complex	Multiple_Complex
TC0800011241.hg.1	7.51e-01	5.58e-01	-0.6069018	-6.98695	-0.07316023	Multiple_Complex	Multiple_Complex
TC1000008684.hg.1	7.52e-01	5.58e-01	0.6067674	-6.987036	0.07255516	Multiple_Complex	Multiple_Complex
HTA2-pos-3598709_st	7.52e-01	5.58e-01	-0.606647	-6.987113	-0.09336395	---	---
TC1100012831.hg.1	7.52e-01	5.58e-01	0.6064991	-6.987208	0.10962901	Multiple_Complex	Multiple_Complex
TC1900007458.hg.1	7.52e-01	5.58e-01	0.6064853	-6.987217	0.07230846	Multiple_Complex	Multiple_Complex
TC1500007056.hg.1	7.52e-01	5.58e-01	0.6064514	-6.987239	0.09741709	Multiple_Complex	Multiple_Complex
TC0200011690.hg.1	7.52e-01	5.58e-01	0.6063779	-6.987286	0.05117032	Multiple_Complex	Multiple_Complex
TSUnmapped00000283.hg.1	7.52e-01	5.58e-01	0.6061226	-6.987449	0.07895904	Coding	Coding
TC0700011821.hg.1	7.52e-01	5.58e-01	0.6061208	-6.98745	0.06336928	Multiple_Complex	Multiple_Complex
TC0X00011168.hg.1	7.52e-01	5.58e-01	-0.6061202	-6.987451	-0.06178768	Multiple_Complex	Multiple_Complex
TC0200016757.hg.1	7.52e-01	5.58e-01	0.606024	-6.987512	0.07477251	Multiple_Complex	Multiple_Complex
23075805	7.52e-01	5.58e-01	-0.605824	-6.98764	-0.08387113		
23076266	7.52e-01	5.58e-01	-0.605824	-6.98764	-0.08387113		
TC1200012699.hg.1	7.52e-01	5.59e-01	0.6056545	-6.987749	0.09398909	NonCoding	NonCoding
TC1700006751.hg.1	7.52e-01	5.59e-01	-0.6055612	-6.987809	-0.07193778	Multiple_Complex	Multiple_Complex
TC0700008190.hg.1	7.52e-01	5.59e-01	0.6055336	-6.987826	0.0832524	Multiple_Complex	Multiple_Complex
TC0500007585.hg.1	7.52e-01	5.59e-01	-0.6053949	-6.987915	-0.12817322	Coding	Coding
TC1100013173.hg.1	7.52e-01	5.59e-01	0.6053017	-6.987975	0.05415911	Multiple_Complex	Multiple_Complex
TC2000008747.hg.1	7.52e-01	5.59e-01	-0.6052126	-6.988032	-0.08735892	NonCoding	NonCoding
TC0200010518.hg.1	7.52e-01	5.59e-01	0.605147	-6.988073	0.06544667	Multiple_Complex	Multiple_Complex
TC1900007508.hg.1	7.52e-01	5.59e-01	0.6051294	-6.988085	0.06083022	Multiple_Complex	Multiple_Complex
TC0X00007805.hg.1	7.52e-01	5.59e-01	-0.604888	-6.988239	-0.10457057	Coding	Coding
TC0700007399.hg.1	7.52e-01	5.59e-01	0.6048825	-6.988243	0.04982933	Multiple_Complex	Multiple_Complex
TC0100010577.hg.1	7.52e-01	5.59e-01	-0.6047168	-6.988348	-0.06516581	Coding	Coding
TC0400011563.hg.1	7.53e-01	5.59e-01	0.6045786	-6.988437	0.07248228	Multiple_Complex	Multiple_Complex
